ID,Cluster,ClusterSize,locus,description,Coregenes_Mustroph2009,Cluster1genes_Lee2011,prt6-1seedAirUP,ate1ate2SeedlingAirUP,prt6-1SeedlingAirUP,TFfamily,comment2,prt6seedvsWTseed_Log2signal,ate1ate2NSvsWTNS_Log2signal,prt6NSvsWTNS_Log2signal,ate1ate2HSvsWTHS_Log2signal,prt6HSvsWTHS_Log2signal,WTHSvsWTNS_Log2signal,ate1ate2HSvsate1ate2NS_Log2signal,prt6HSvsprt6NS_Log2signal,prt6seedvsWTseed_adj-p,ate1ate2NSvsWTNS_adj-p,prt6NSvsWTNS_adj-p,ate1ate2HSvsWTHS_adj-p,prt6HSvsWTHS_adj-p,WTHSvsWTNS_adj-p,ate1ate2HSvsate1ate2NS_adj-p,prt6HSvsprt6NS_adj-p
266458_at,3,75,AT2G47710,universal stress protein (USP) family protein,NA,,Up,,,,SUB1C_DOWN,1.16038045,0.358488118,0.12627633,0.1460809,0.006867553,0.292026715,0.079619497,0.172617938,9.83E-08,0.115277483,0.785599065,0.839998412,0.996773524,0.371086092,0.898821196,0.623929856
266557_at,3,75,AT2G46080,similar to BPS1 (BYPASS 1) [Arabidopsis thaliana] (TAIR:AT1G01550.2); similar to BPS1 (BYPASS 1) [Arabidopsis thaliana] (TAIR:AT1G01550.1); similar to unknown [Populus trichocarpa] (GB:ABK94247.1),NA,,Up,,,,,1.17188241,0.59179227,0.272400756,0.282281453,0.019651179,0.53046307,0.220952254,0.277713494,1.12E-06,0.02264767,0.438249904,0.530477362,0.989786904,0.052554203,0.622141193,0.430846381
266614_at,3,75,AT2G14910,similar to amine oxidase/ copper ion binding / quinone binding [Arabidopsis thaliana] (TAIR:AT5G14970.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO70864.1),NA,,Up,,,,,1.262090308,-0.002466017,0.0328832,-0.166658246,-0.12441762,0.090264645,-0.073927585,-0.067036176,3.68E-07,0.998694447,0.984108839,0.862864706,0.841436818,0.999657156,0.932918222,0.950823
266984_at,3,75,AT2G39570,ACT domain-containing protein,NA,,Up,,,,,1.311439749,-0.20213501,-0.187495546,-0.157029158,0.110862338,0.007202646,0.052308498,0.30556053,1.36E-07,0.633224325,0.665159338,0.868395106,0.860419078,0.999657156,0.952073158,0.300936729
267002_s_at,3,75,AT2G34430,"[AT2G34430, LHB1B1 (Photosystem II light harvesting complex gene 1.4); chlorophyll binding];[AT2G34420, LHB1B2 (Photosystem II light harvesting complex gene 1.5); chlorophyll binding]",NA,,Up,,,,,1.093188828,-0.140603432,-0.286625136,-0.23947499,-0.252478061,0.014238006,-0.084633552,0.048385082,1.71E-05,0.890179942,0.537263978,0.783773477,0.591144427,0.999657156,0.938422188,0.977148175
267002_s_at,3,75,AT2G34420,"[AT2G34430, LHB1B1 (Photosystem II light harvesting complex gene 1.4); chlorophyll binding];[AT2G34420, LHB1B2 (Photosystem II light harvesting complex gene 1.5); chlorophyll binding]",NA,,Up,,,,,1.093188828,-0.140603432,-0.286625136,-0.23947499,-0.252478061,0.014238006,-0.084633552,0.048385082,1.71E-05,0.890179942,0.537263978,0.783773477,0.591144427,0.999657156,0.938422188,0.977148175
267389_at,3,75,AT2G44460,glycosyl hydrolase family 1 protein,NA,,Up,,,,SUB1C_DOWN,1.493672736,0.505955626,0.767201357,0.148827729,0.077655483,0.189237236,-0.167890661,-0.500308638,7.94E-06,0.288603736,0.054017907,0.956804164,0.964590776,0.999657156,0.877727164,0.287030138
245076_at,4,53,AT2G23170,GH3.3; indole-3-acetic acid amido synthetase,NA,,,Up,Up,,SUB1A_DOWN,-0.484028621,1.117004169,1.751145267,1.07092243,1.312971541,-0.510359853,-0.556441592,-0.948533579,0.06476026,0.006113821,6.97E-05,0.010873555,0.001858242,0.505601473,0.294839604,0.019456641
245228_at,4,53,AT3G29810,COBL2 (COBRA-LIKE PROTEIN 2 PRECURSOR),NA,,,Up,,,,0.731954859,1.011715789,0.951328162,0.904322203,0.758708093,-0.143691391,-0.251084978,-0.33631146,2.82E-05,2.32E-05,4.75E-05,0.000152934,0.000852479,0.986580529,0.415462181,0.153682343
245393_at,4,53,AT4G16260,glycosyl hydrolase family 17 protein,NA,,,Up,Up,,,0.341802841,1.32563383,1.455190871,1.196583775,1.058158503,-0.045415725,-0.17446578,-0.442448093,0.309694447,0.009259032,0.004299168,0.024308538,0.038259329,0.999657156,0.91618071,0.600671156
246250_at,4,53,AT4G36880,CP1 (CYSTEINE PROTEINASE1); cysteine-type peptidase,NA,,,Up,Up,,,0.132461846,1.473868884,1.021990792,1.775550166,1.129857837,-0.295477091,0.006204191,-0.187610047,0.648183706,0.000321625,0.009195683,7.29E-05,0.004621265,0.956880419,0.996341628,0.86706185
247333_at,4,53,AT5G63600,"flavonol synthase, putative",NA,,,Up,Up,,,0.012882921,1.302195243,1.042764506,0.963720257,0.922980776,-0.045256529,-0.383731515,-0.165040259,0.97197888,0.001131959,0.008077942,0.018658415,0.018464673,0.999657156,0.548968618,0.896711995
248183_at,4,53,AT5G54040,DC1 domain-containing protein,NA,,,Up,,,,0.097026877,1.494430838,0.873873763,0.880205848,0.217262489,0.102471243,-0.511753747,-0.554140031,0.639257694,5.20E-06,0.002169698,0.002604299,0.639388531,0.999657156,0.105570573,0.054493165
248434_at,4,53,AT5G51440,23.5 kDa mitochondrial small heat shock protein (HSP23.5-M),NA,,,Up,,,,-0.086116948,1.014820636,0.456936723,0.712554093,0.187835493,0.233355202,-0.068911342,-0.035746029,0.744035553,0.002772507,0.258436628,0.049869743,0.80589035,0.98222899,0.956870924,0.984603842
248708_at,4,53,AT5G48560,basic helix-loop-helix (bHLH) family protein,NA,,,Up,,bHLH,,0.087654763,1.31138905,1.102211812,0.546513301,0.394890326,0.754172802,-0.010702947,0.046851316,0.824976737,0.006113821,0.020784292,0.499988657,0.590998669,0.242452709,0.994659158,0.986626926
249346_at,4,53,AT5G40780,LHT1 (LYSINE HISTIDINE TRANSPORTER 1); amino acid transmembrane transporter,NA,,,Up,Up,,,-0.226553446,1.799715831,1.719914656,1.485731228,1.106195234,0.659734247,0.345749644,0.046014825,0.379641353,2.45E-05,4.27E-05,0.000355631,0.004525909,0.160229056,0.595813428,0.982474846
250438_at,4,53,AT5G10580,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G31330.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN79714.1); contains InterPro domain Protein of unknown function DUF599 (InterPro:IPR006747),NA,,,Up,Up,,,-0.23563291,1.123922327,1.176725969,0.985746648,0.823250324,0.344165006,0.205989327,-0.00931064,0.19273267,0.000147662,8.52E-05,0.00083949,0.003882082,0.52465957,0.697893449,0.995910889
250666_at,4,53,AT5G07100,WRKY26 (WRKY DNA-binding protein 26); transcription factor,NA,,,,Up,WRKY,,-0.356890076,0.552296342,1.033011889,0.088662201,0.558722989,0.56921459,0.105580449,0.094925689,0.1129231,0.165174017,0.00326416,0.989121946,0.129923821,0.211204249,0.93058094,0.950015326
250741_at,4,53,AT5G05790,myb family transcription factor,NA,,,Up,Up,MYB,,-0.02955533,1.129944521,1.07018836,0.765994985,0.642418064,0.645051886,0.28110235,0.217281591,0.930215641,0.003091124,0.004954384,0.065812402,0.103788377,0.174429194,0.697893449,0.816414072
250780_at,4,53,AT5G05290,ATEXPA2 (ARABIDOPSIS THALIANA EXPANSIN A2),NA,,,Up,,,,-0.017412397,2.098071926,0.951030413,1.379418866,0.952536629,0.184248085,-0.534404974,0.185754301,0.953482806,3.94E-07,0.003702379,0.000152934,0.004221812,0.999657156,0.169348418,0.817510126
250868_at,4,53,AT5G03860,MLS (MALATE SYNTHASE); malate synthase,NA,,,Up,Up,,SUB1A_UP,0.033457022,2.969613471,1.997506664,2.478166875,1.747558144,0.447260207,-0.044186389,0.197311687,0.919434759,2.17E-08,5.65E-06,1.19E-06,5.16E-05,0.581525905,0.981085269,0.846965759
251438_s_at,4,53,AT3G59930,"[AT3G59930, Encodes a defensin-like (DEFL) family protein.];[AT5G33355, Encodes a defensin-like (DEFL) family protein.]",NA,,,Up,Up,,SUB1A_Sub1C_UP,0.301567962,2.666809682,2.772751956,2.496572573,2.275526487,0.188890448,0.018653339,-0.308335021,0.312495016,1.33E-06,8.22E-07,6.99E-06,1.88E-05,0.999657156,0.993204996,0.738886971
251438_s_at,4,53,AT5G33355,"[AT3G59930, Encodes a defensin-like (DEFL) family protein.];[AT5G33355, Encodes a defensin-like (DEFL) family protein.]",NA,,,Up,Up,,SUB1A_Sub1C_UP,0.301567962,2.666809682,2.772751956,2.496572573,2.275526487,0.188890448,0.018653339,-0.308335021,0.312495016,1.33E-06,8.22E-07,6.99E-06,1.88E-05,0.999657156,0.993204996,0.738886971
252834_at,4,53,AT4G40070,protein binding / zinc ion binding,NA,,,Up,Up,,,0.012457759,1.33549918,1.342655386,0.431591162,0.449631337,1.042990496,0.139082478,0.149966448,0.970985255,0.000382481,0.000365867,0.472622109,0.290151738,0.003596034,0.900245816,0.899389394
253041_at,4,53,AT4G37870,PCK1/PEPCK (PHOSPHOENOLPYRUVATE CARBOXYKINASE 1); ATP binding / phosphoenolpyruvate carboxykinase (ATP),NA,,,Up,,,,0.102680682,1.136954145,0.821253494,0.710524002,0.744222439,0.334982612,-0.091447531,0.257951557,0.651960707,0.00036294,0.007585314,0.027523638,0.015123086,0.669973621,0.932350586,0.621185703
253103_at,4,53,AT4G36110,"auxin-responsive protein, putative",NA,,,Up,Up,,,-0.238078735,1.41648515,1.636984114,0.72275713,0.700415509,0.351124871,-0.34260315,-0.585443734,0.462769102,0.002662123,0.000695018,0.226686564,0.163636412,0.959420972,0.703306376,0.31798315
253628_at,4,53,AT4G30280,"ATXTH18/XTH18 (XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE 18); hydrolase, acting on glycosyl bonds",NA,,,Up,,,,0.288859228,1.110793579,0.97189055,0.764350517,0.410781418,0.474584494,0.128141432,-0.086524637,0.187808611,0.001230451,0.004168612,0.032270899,0.305851116,0.37794022,0.901673769,0.955486431
254644_at,4,53,AT4G18510,CLE2 (CLAVATA3/ESR-RELATED); receptor binding,NA,,,,Up,,,-0.108208674,0.931726138,1.448037188,0.866337486,1.209992565,-0.070316655,-0.135705307,-0.308361279,0.77637343,0.065921876,0.002915088,0.118449918,0.012297699,0.999657156,0.936220257,0.773965316
255059_at,4,53,AT4G09420,"disease resistance protein (TIR-NBS class), putative",NA,,,,Up,,,-0.137334016,0.626666855,1.054305021,0.534947716,0.602543239,0.402378997,0.310659858,-0.049382785,0.525254623,0.047710758,0.000784439,0.13704188,0.050189944,0.445917123,0.522816146,0.977148175
255110_at,4,53,AT4G08770,"peroxidase, putative",NA,,,,Up,,,-0.013811644,1.020109022,1.268990211,1.27201047,0.579215744,0.327175611,0.579077059,-0.362598856,0.972833024,0.02222595,0.004064419,0.00484747,0.241877109,0.961518247,0.322857699,0.631253014
255250_at,4,53,AT4G05100,AtMYB74 (myb domain protein 74); DNA binding / transcription factor,NA,,,,Up,MYB,,-0.316009831,0.502266701,1.061710276,0.541356172,0.767745877,0.118694273,0.157783743,-0.175270126,0.108870071,0.142023296,0.000735174,0.1288322,0.01250051,0.999657156,0.835363765,0.815641205
255344_s_at,4,53,AT4G04570,"[AT4G04570, protein kinase family protein];[AT4G04540, protein kinase family protein]",NA,,,Up,,,,0.243747715,1.025817885,0.490124443,0.927385406,0.57753706,0.130106349,0.03167387,0.217518967,0.266137836,0.002242949,0.198623663,0.006740524,0.091718747,0.999657156,0.986609858,0.764289021
255344_s_at,4,53,AT4G04540,"[AT4G04570, protein kinase family protein];[AT4G04540, protein kinase family protein]",NA,,,Up,,,,0.243747715,1.025817885,0.490124443,0.927385406,0.57753706,0.130106349,0.03167387,0.217518967,0.266137836,0.002242949,0.198623663,0.006740524,0.091718747,0.999657156,0.986609858,0.764289021
255524_at,4,53,AT4G02330,ATPMEPCRB; pectinesterase,NA,,,Up,Up,,SUB1A_UP,-0.225175491,1.798936589,1.413502172,1.827088286,1.337811395,-0.158104496,-0.129952799,-0.233795273,0.341733165,9.58E-06,0.000167104,1.47E-05,0.000492095,0.999657156,0.908863206,0.759974556
256158_at,4,53,AT1G13590,ATPSK1 (PHYTOSULFOKINE 1 PRECURSOR); growth factor,NA,,,Up,Up,,,0.51857698,1.709671434,1.069496508,0.821951156,0.470344354,0.481002649,-0.406717628,-0.118149505,0.02693634,2.05E-05,0.002954123,0.028543142,0.242975235,0.423923963,0.441488144,0.930479988
256243_at,4,53,AT3G12500,ATHCHIB (BASIC CHITINASE); chitinase,NA,,,Up,Up,,SUB1C_UP,-0.138189014,2.500303058,2.158008641,1.300618838,1.051138668,0.903612695,-0.296071525,-0.203257279,0.617284861,2.73E-07,2.12E-06,0.001097919,0.006003524,0.018838852,0.669077624,0.839287932
256774_at,4,53,AT3G13760,DC1 domain-containing protein,NA,,,Up,Up,,,0.319348332,1.22641549,1.160764731,1.130514096,0.812406494,-0.322145619,-0.418047013,-0.670503856,0.126419226,0.000310263,0.000513309,0.000978331,0.012608322,0.770155971,0.33993167,0.041463896
256781_at,4,53,AT3G13650,disease resistance response,NA,,,Up,,,,0.35698607,1.055516398,0.796593516,0.114521983,-0.163987129,0.97526671,0.034272295,0.014686066,0.170944066,0.00892914,0.055462525,0.982310899,0.887705704,0.017250713,0.987370812,0.994558335
257197_at,4,53,AT3G23800,selenium-binding family protein,NA,,,Up,Up,,,-0.26189935,1.437416121,1.521064695,1.50725308,1.094930421,0.112124765,0.181961724,-0.314009508,0.225238734,5.98E-05,3.37E-05,6.93E-05,0.001519473,0.999657156,0.816993029,0.5345027
257697_at,4,53,AT3G12700,aspartyl protease family protein,NA,,,Up,,,,-0.080952485,1.10153694,0.868920159,1.049608943,0.702222418,-0.215139386,-0.267067383,-0.381837127,0.753107261,0.001020532,0.008237081,0.00227883,0.032504404,0.996682392,0.65559996,0.376755125
257945_at,4,53,AT3G21860,ASK10 (ARABIDOPSIS SKP1-LIKE 10); ubiquitin-protein ligase,NA,,,Up,,,,-0.040543742,1.683937072,0.561598093,1.845889733,0.503324556,0.028049009,0.19000167,-0.030224528,0.919154614,0.00036402,0.32165025,0.000234684,0.378137015,0.999657156,0.886369144,0.991105397
258293_at,4,53,AT3G23430,PHO1 (PHOSPHATE 1),NA,,,Up,Up,,,-0.99946936,1.115122115,1.028964032,1.548055433,1.650560804,-0.245456584,0.187476734,0.376140188,3.66E-05,0.000343333,0.00078657,1.42E-05,6.88E-06,0.922867329,0.769639658,0.310880486
259624_at,4,53,AT1G43020,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G21060.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO66316.1); contains InterPro domain Protein of unknown function DUF547 (InterPro:IPR006869),NA,,,,Up,,,0.236879428,0.740256711,1.024813107,0.554897781,0.668516428,0.114030323,-0.071328607,-0.242266357,0.172631162,0.006021759,0.000271061,0.057040497,0.013156715,0.999657156,0.94105311,0.572343222
260030_at,4,53,AT1G68880,ATBZIP (ARABIDOPSIS THALIANA BASIC LEUCINE-ZIPPER 8); DNA binding / transcription factor,NA,,,,Up,bZIP,,-0.217443859,0.806525471,1.043060068,0.735060918,0.069055269,0.190757862,0.119293309,-0.783246937,0.4155837,0.046022286,0.007849329,0.094866322,0.968423756,0.999657156,0.929676842,0.050184941
260693_at,4,53,AT1G32450,proton-dependent oligopeptide transport (POT) family protein,NA,,,Up,Up,,,-0.22131825,1.497965626,1.639483237,1.811997358,1.834191806,-0.04976615,0.264265582,0.14494242,0.477135858,0.00104898,0.000413506,0.000236763,0.000207009,0.999657156,0.79302444,0.931524817
260941_at,4,53,AT1G44970,"peroxidase, putative",NA,,,Up,Up,,,-0.039570533,1.137602073,1.207747578,0.672156794,0.725283802,0.340089885,-0.125355394,-0.142373891,0.91488398,0.007132283,0.004299168,0.202341457,0.095715007,0.927842283,0.932350586,0.929606989
262603_at,4,53,AT1G15380,lactoylglutathione lyase family protein / glyoxalase I family protein,NA,,,,Up,,,0.053865421,0.798830956,1.420993774,1.142480945,1.351893812,0.260137646,0.603787635,0.191037683,0.906474607,0.188112901,0.007123607,0.04078939,0.010606187,0.999657156,0.433872589,0.917351242
262643_at,4,53,AT1G62770,invertase/pectin methylesterase inhibitor family protein,NA,,,Up,Up,,,0.003511988,1.023798719,1.349553855,1.072389215,1.070990275,-0.076913087,-0.02832259,-0.355476667,0.990156946,0.002152524,0.000131662,0.001990375,0.00183373,0.999657156,0.987182801,0.441548518
263207_at,4,53,AT1G10550,"XTH33 (xyloglucan:xyloglucosyl transferase 33); hydrolase, acting on glycosyl bonds",NA,,,,Up,,,0.388410985,0.970856092,1.071697037,1.474102383,1.067441207,-0.737659864,-0.234413573,-0.741915694,0.056872134,0.002266872,0.000896864,5.60E-05,0.001243125,0.022735827,0.697637995,0.018714629
263443_at,4,53,AT2G28630,beta-ketoacyl-CoA synthase family protein,NA,,,,Up,,,-0.179436212,0.808159598,1.151373182,0.154989118,0.747006963,0.229911637,-0.423258842,-0.174454582,0.567468064,0.083357306,0.00844925,0.963543127,0.097916637,0.999657156,0.55356696,0.90166262
263498_at,4,53,AT2G42610,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G07090.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN66524.1); contains InterPro domain Protein of unknown function DUF640 (InterPro:IPR006936),NA,,,Up,,,,0.268415356,1.07064729,0.923620042,0.603804801,0.546922556,0.183225883,-0.283616607,-0.193471603,0.137272432,0.000275485,0.001252983,0.043125255,0.052331231,0.99669302,0.525277693,0.733572841
264400_at,4,53,AT1G61800,GPT2 (glucose-6-phosphate/phosphate translocator 2); antiporter/ glucose-6-phosphate transmembrane transporter,NA,,,Up,,,SUB1A_UP,-0.404012392,1.811934404,0.586739863,0.80696872,-0.037620436,-0.006223892,-1.011189576,-0.630584192,0.236107643,0.000733134,0.394214738,0.221696702,0.99099918,0.999657156,0.076665739,0.344321377
264470_at,4,53,AT1G67110,"CYP735A2 (cytochrome P450, family 735, subfamily A, polypeptide 2); oxygen binding",NA,,,Up,,,,0.0860829,1.267731806,0.920002801,0.969469113,0.713863077,0.375050564,0.076787871,0.16891084,0.715863374,0.000112091,0.002954123,0.002532884,0.02009327,0.542857039,0.943451233,0.831564345
264729_at,4,53,AT1G22990,heavy-metal-associated domain-containing protein / copper chaperone (CCH)-related,NA,,,Up,Up,,,-0.208244665,1.192976295,1.507384947,0.900046235,1.445441232,0.473382525,0.180452464,0.411438809,0.494987545,0.006420041,0.000768488,0.057875672,0.001519473,0.677413181,0.887680235,0.539228887
264734_at,4,53,AT1G62280,SLAH1 (SLAC1 HOMOLOGUE 1); transporter,NA,,,,Up,,,-0.102661528,0.975446652,1.268109542,1.241363497,1.155311142,0.143609497,0.409526342,0.030811097,0.619233215,0.000757539,4.27E-05,9.89E-05,0.000207009,0.999657156,0.249766732,0.984041273
264960_at,4,53,AT1G76930,ATEXT4 (EXTENSIN 4),NA,,,Up,Up,,,-0.015673788,1.174361385,1.490210581,1.893955088,1.43532491,-0.187320516,0.532273187,-0.242206187,0.961932,0.001018488,7.88E-05,8.68E-06,0.000207009,0.999657156,0.217152951,0.73212309
265588_at,4,53,AT2G19970,"pathogenesis-related protein, putative",NA,,,,Up,,,0.289560452,0.989380059,1.40685029,1.0356496,1.100400724,-0.076942908,-0.030673368,-0.383392474,0.334006821,0.031589574,0.002107231,0.028528131,0.014556938,0.999657156,0.99000035,0.613070661
265856_at,4,53,AT2G42430,LBD16 (ASYMMETRIC LEAVES2-LIKE18),NA,,,Up,,LOB,SUB1A_UP,-0.423505616,1.382623396,0.940774957,0.938933477,0.675760685,-0.118958115,-0.562648034,-0.383972386,0.014316839,5.20E-06,0.00044596,0.00071563,0.009833743,0.999657156,0.041997906,0.188953298
266276_at,4,53,AT2G29330,TRI (TROPINONE REDUCTASE); oxidoreductase,NA,,,,Up,,,-0.005901856,0.971356407,1.187283252,0.893869818,1.044248338,-0.000607977,-0.078094566,-0.143642891,0.987288357,0.022904782,0.004844729,0.047004682,0.013394784,0.999974436,0.964981725,0.928308141
266503_at,4,53,AT2G47780,rubber elongation factor (REF) protein-related,NA,,,Up,,,,-0.079434816,2.03821623,0.687076925,2.267542842,1.028960805,-0.025558005,0.203768608,0.316325876,0.816732684,1.60E-05,0.130979669,8.68E-06,0.014114072,0.999657156,0.849944186,0.684946218
266974_at,4,53,AT2G39370,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G37380.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO41570.1),NA,,,,Up,,,0.018003637,0.803575665,1.36589307,0.709979499,0.386177973,0.432355325,0.338759158,-0.547359773,0.956372376,0.025807213,0.000250724,0.068438707,0.390371881,0.543225101,0.564824052,0.164544519
267580_at,4,53,AT2G41990,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G35170.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN73167.1),NA,,,,Up,,,-0.138801741,0.79548112,1.126768973,1.138954295,0.771285448,-0.228401329,0.115071847,-0.583884855,0.574947425,0.022859337,0.001337829,0.001614722,0.024147147,0.992727755,0.919307398,0.111850129
245757_at,5,82,AT1G35140,PHI-1 (PHOSPHATE-INDUCED 1),Core cell type,Core low oxygen,,,,,,0.573402886,0.345325838,0.396980877,-0.383097293,-0.164923718,1.88496349,1.156540359,1.323058895,0.015474512,0.534507924,0.40051252,0.559191425,0.860334391,3.47E-06,0.00179663,0.000302493
245905_at,5,82,AT5G11090,serine-rich protein-related,NA,,,,,,,0.523207295,0.544445871,0.425184852,-0.304777592,-0.037400761,1.767536593,0.91831313,1.30495098,0.004524384,0.05055098,0.152399485,0.507123398,0.977004589,2.21E-07,0.001099034,1.80E-05
246200_at,5,82,AT4G37240,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G23690.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO45438.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN61825.1),NA,,,,,,,-0.229078894,0.191613307,-0.009757579,-0.274072665,-0.392578534,1.07953261,0.613846637,0.696711655,0.172775625,0.721366568,0.997244755,0.5768225,0.157174773,7.12E-05,0.023513851,0.006857877
246340_s_at,5,82,AT3G44860,"[AT3G44860, FAMT (FARNESOIC ACID CARBOXYL-O-METHYLTRANSFERASE); S-adenosylmethionine-dependent methyltransferase/ farnesoic acid O-methyltransferase];[AT3G44870, S-adenosyl-L-methionine:carboxyl methyltransferase family protein]",NA,,,,,,SUB1A_UP,-0.008452819,0.117198519,0.031510556,-0.98474781,-1.654342958,2.092597341,0.990651012,0.406743827,0.972833024,0.90085268,0.98629061,0.000617054,1.98E-06,2.00E-08,0.000470489,0.17435762
246340_s_at,5,82,AT3G44870,"[AT3G44860, FAMT (FARNESOIC ACID CARBOXYL-O-METHYLTRANSFERASE); S-adenosylmethionine-dependent methyltransferase/ farnesoic acid O-methyltransferase];[AT3G44870, S-adenosyl-L-methionine:carboxyl methyltransferase family protein]",NA,,,,,,SUB1A_UP,-0.008452819,0.117198519,0.031510556,-0.98474781,-1.654342958,2.092597341,0.990651012,0.406743827,0.972833024,0.90085268,0.98629061,0.000617054,1.98E-06,2.00E-08,0.000470489,0.17435762
247215_at,5,82,AT5G64905,PROPEP3 (Elicitor peptide 3 precursor),NA,,,,,,,-0.001565688,0.311274529,0.313744288,-0.293976697,-0.541773339,1.064242772,0.458991546,0.208725145,0.995702097,0.62647186,0.605245759,0.771583548,0.168746841,0.003210075,0.363817188,0.817024524
247467_at,5,82,AT5G62130,Per1-like protein-related,NA,,,,,,,0.150907156,-0.043818133,-0.10674777,-0.23417706,-0.406854698,1.061700263,0.871341336,0.761593335,0.51101574,0.986613205,0.929928767,0.831960761,0.2834009,0.001024313,0.00956562,0.01946707
247949_at,5,82,AT5G57220,"CYP81F2 (cytochrome P450, family 81, subfamily F, polypeptide 2); oxygen binding",NA,,,,,,,-0.043790804,0.558254633,0.22071478,-0.449262628,0.478308729,1.722823637,0.715306376,1.980417587,0.925149531,0.468234424,0.892776107,0.73380951,0.527810831,0.000993153,0.300239793,0.000272809
248138_at,5,82,AT5G54960,PDC2 (PYRUVATE DECARBOXYLASE-2); pyruvate decarboxylase,Core cell type,Core low oxygen,,,,,,0.655556455,0.532308856,0.274157346,-0.647413014,-0.377044914,1.795196888,0.615475018,1.143994628,0.044651515,0.464680384,0.822504661,0.391635946,0.654230152,0.000385126,0.380214753,0.022924853
248164_at,5,82,AT5G54490,PBP1 (PINOID-BINDING PROTEIN 1); calcium ion binding,NA,,,,,,,0.036722008,0.614323851,0.596266487,0.191304585,0.456702223,1.06505681,0.642037544,0.925492545,0.917358668,0.185272347,0.192685492,0.939922111,0.355014063,0.007735959,0.182576999,0.021219707
248448_at,5,82,AT5G51190,"AP2 domain-containing transcription factor, putative",NA,,,,,AP2-EREBP,,0.124793197,0.198946381,0.549538005,-0.196216213,0.262976663,1.925505598,1.530343004,1.638944257,0.540515514,0.756124831,0.064629505,0.85156637,0.518878211,1.71E-07,9.20E-06,2.58E-06
248736_at,5,82,AT5G48110,terpene synthase/cyclase family protein,NA,,,,,,,-0.065258188,-0.396234295,-0.164350389,0.591837933,0.585926437,0.044541983,1.032614211,0.794818809,0.737998643,0.166742703,0.754723835,0.024247276,0.019401649,0.999657156,0.000161915,0.001557868
248870_at,5,82,AT5G46710,zinc-binding family protein,NA,,,,,PLATZ,,-0.501303119,-0.018409871,-0.067030828,-0.162718731,0.023503,1.039358372,0.895049512,1.129892201,0.056309607,0.995390506,0.976582127,0.95595217,0.993819932,0.010541066,0.038150852,0.004925623
249015_at,5,82,AT5G44730,haloacid dehalogenase-like hydrolase family protein,Core cell type,Core low oxygen,,,,,,0.152414634,0.526761389,0.403945278,-0.130192542,0.016569066,2.032954291,1.37600036,1.645578078,0.374226005,0.044768246,0.151069186,0.931971737,0.992497941,1.54E-08,8.12E-06,5.34E-07
249206_at,5,82,AT5G42630,ATS/KAN4 (ABERRANT TESTA SHAPE); DNA binding / transcription factor,NA,,,,,G2-like,,0.397210399,0.227911992,0.27916181,0.495369475,0.267713554,0.812208266,1.07966575,0.80076001,0.110610792,0.821133665,0.705299341,0.397810139,0.702503217,0.048670926,0.006697525,0.040938724
249234_at,5,82,AT5G42200,zinc finger (C3HC4-type RING finger) family protein,Core cell type,,,,,C3H,,0.31296651,0.114993092,-0.173672553,0.210954521,0.445302021,1.639726549,1.735687977,2.258701122,0.076185282,0.910679326,0.769989439,0.7959376,0.121801237,7.10E-07,1.74E-06,3.01E-08
249337_at,5,82,AT5G41080,glycerophosphoryl diester phosphodiesterase family protein,NA,,,,,,,-0.610981069,0.29278756,0.835472758,0.068222927,0.857402121,1.306747715,1.082183082,1.328677077,0.013177441,0.676549828,0.023862102,0.993168037,0.02009327,0.00043768,0.00446585,0.000421033
249746_at,5,82,AT5G24590,ANAC091/TIP (TCV-INTERACTING PROTEIN); transcription coactivator/ transcription factor,NA,,,,,C,,0.177226082,0.081120753,0.10153642,-0.088300113,0.193676725,0.971217275,0.801796409,1.063357579,0.228540376,0.935225836,0.874495843,0.956373818,0.563370195,4.62E-05,0.000693931,2.51E-05
249923_at,5,82,AT5G19120,aspartic-type endopeptidase/ pepsin A,NA,,,,,,,0.582202727,0.071168985,0.374947202,-0.183230988,0.314884492,1.440192132,1.185792159,1.380129423,0.001670277,0.962177558,0.217210239,0.843551961,0.31505185,2.21E-06,6.69E-05,7.24E-06
250099_at,5,82,AT5G17300,myb family transcription factor,NA,,,,,MYB-related,,0.338300825,-0.791891834,-0.394926959,-0.558889963,-0.083339917,0.80406848,1.037070351,1.115655522,0.098818247,0.013431768,0.317661116,0.134618286,0.945109369,0.011866367,0.001755231,0.000552596
